id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
821758060716822528,821758060716822528,2017-01-18 17:36:03 CET,2017-01-18,17:36:03,+0100,104714715,legiscanny,LegiScan NY,"{'type': 'Point', 'coordinates': [40.77112, -73.97419]}",S02543 [NEW] Makes the restrictions relating to smoking in public areas applicable to electronic cigarettes.  https://t.co/cmzxw8FF6l,en,[],['http://bitly.com/VV7nrA'],[],0,0,1,[],[],https://twitter.com/LegiScanNY/status/821758060716822528,False,,0,,,"39,-98,2400km",,,,,[],,,,
821086062172782593,821086062172782593,2017-01-16 21:05:46 CET,2017-01-16,21:05:46,+0100,57317785,hwoodmasters,14kEntertainmentInc.,"{'type': 'Point', 'coordinates': [42.3946, -83.2971]}","Be careful what you ask for you just might get it especially smoking cigarettes @ Redford, Michigan  https://t.co/b0H47GUjgW",en,[],['https://www.instagram.com/p/BPVoktXhhFw/'],[],0,0,0,[],[],https://twitter.com/HWoodMasters/status/821086062172782593,False,,0,,,"39,-98,2400km",,,,,[],,,,
820787527258927109,820787527258927109,2017-01-16 01:19:30 CET,2017-01-16,01:19:30,+0100,134569674,boringasiangirl,Bianca,"{'type': 'Point', 'coordinates': [40.7142, -74.0064]}",Never letting myself stuck in a room full of people smoking cigarettes anymore 😷 how the heck do…  https://t.co/N4WAdsJWod,en,[],['https://www.instagram.com/p/BPTg0VlADzT/'],[],0,0,0,[],[],https://twitter.com/boringasiangirl/status/820787527258927109,False,,0,,,"39,-98,2400km",,,,,[],,,,
818755789661859842,818755789661859842,2017-01-10 10:46:06 CET,2017-01-10,10:46:06,+0100,104714715,legiscanny,LegiScan NY,"{'type': 'Point', 'coordinates': [40.77112, -73.97419]}",A00516 [NEW] Makes the restrictions relating to smoking in public areas applicable to electronic cigarettes.  https://t.co/ONFs5TB5rZ,en,[],['http://bitly.com/Sj8KAZ'],[],0,0,0,[],[],https://twitter.com/LegiScanNY/status/818755789661859842,False,,0,,,"39,-98,2400km",,,,,[],,,,
818655343588835328,818655343588835328,2017-01-10 04:06:58 CET,2017-01-10,04:06:58,+0100,19289352,boodythebest,Abe Bourgi,"{'type': 'Point', 'coordinates': [45.5, -73.5833]}",. Outside Party . #smoking #cigarette #beard #Orange #Montreal #MontrealCity #mtlmoments…  https://t.co/fJIV2PW3LA,en,[],['https://www.instagram.com/p/BPEXNlQAiLT/'],[],0,0,0,"['smoking', 'cigarette', 'beard', 'orange', 'montreal', 'montrealcity', 'mtlmoments']",[],https://twitter.com/boodythebest/status/818655343588835328,False,,0,,,"39,-98,2400km",,,,,[],,,,
818292726257041408,818292726257041408,2017-01-09 04:06:03 CET,2017-01-09,04:06:03,+0100,104714715,legiscanny,LegiScan NY,"{'type': 'Point', 'coordinates': [40.77112, -73.97419]}",S00729 [NEW] Makes the restrictions relating to smoking in public areas applicable to electronic cigarettes.  https://t.co/L0xQDu5FtX,en,[],['http://bitly.com/VHv0UB'],[],0,0,0,[],[],https://twitter.com/LegiScanNY/status/818292726257041408,False,,0,,,"39,-98,2400km",,,,,[],,,,
816025841670979586,816025841670979586,2017-01-02 21:58:16 CET,2017-01-02,21:58:16,+0100,2466519777,lavapors,L.A. Vapors,"{'type': 'Point', 'coordinates': [35.08256395, -80.88519733]}",Did you miss your own memo??? Let us remind you to stop smoking cigarettes today!! #lavaporsclt…  https://t.co/cbi69CUavl,en,[],['https://www.instagram.com/p/BOxSE3YAsCJ/'],[],0,0,0,['lavaporsclt'],[],https://twitter.com/LaVapors/status/816025841670979586,False,,0,,,"39,-98,2400km",,,,,[],,,,
835635802017263616,835635802017263616,2017-02-26 00:41:15 CET,2017-02-26,00:41:15,+0100,3044801914,rockymtntwist,Rocky Mountain Twist,"{'type': 'Point', 'coordinates': [40.54941769, -108.16615105]}",Its complete..... #smoking #cigarette #deer #funny #sign #custommade #signmaker…  https://t.co/dQMwaH2TOs,en,[],['https://www.instagram.com/p/BQ9BBtCl0Qv/'],[],0,0,0,"['smoking', 'cigarette', 'deer', 'funny', 'sign', 'custommade', 'signmaker']",[],https://twitter.com/rockymtntwist/status/835635802017263616,False,,0,,,"39,-98,2400km",,,,,[],,,,
835514588141654017,835514588141654017,2017-02-25 16:39:35 CET,2017-02-25,16:39:35,+0100,24021468,jeffmeltzer,Jeff Meltzer,"{'type': 'Point', 'coordinates': [26.256278, -80.252001]}",Remember the old cigarette commercials that smoking can be bad for your health.  Same can be said about #Republicans,en,[],[],[],0,0,1,['republicans'],[],https://twitter.com/jeffmeltzer/status/835514588141654017,False,,0,,,"39,-98,2400km",,,,,[],,,,
835194863964450818,835194863964450818,2017-02-24 19:29:07 CET,2017-02-24,19:29:07,+0100,67972476,ottawacp,Ottawa Now,"{'type': 'Point', 'coordinates': [45.41920471, -75.69677452]}",Ottawa suggests banning smoking in apartments or condos and cigarette sales to anyone under 21.…  https://t.co/ZQFgfNCGam,en,[],['http://toplocalnow.com/ca/ottawa'],[],0,0,0,[],[],https://twitter.com/OttawaCP/status/835194863964450818,False,,0,,,"39,-98,2400km",,,,,[],,,,
834864626886025217,834864626886025217,2017-02-23 21:36:52 CET,2017-02-23,21:36:52,+0100,67972476,ottawacp,Ottawa Now,"{'type': 'Point', 'coordinates': [45.41920471, -75.69677452]}",The federal government is considering banning smoking in apartments or condos and cigarette sales to anyone under 2…  https://t.co/ZQFgfNCGam,en,[],['http://toplocalnow.com/ca/ottawa'],[],0,0,0,[],[],https://twitter.com/OttawaCP/status/834864626886025217,False,,0,,,"39,-98,2400km",,,,,[],,,,
834852009891205120,834852009891205120,2017-02-23 20:46:44 CET,2017-02-23,20:46:44,+0100,206347648,skayperri,Stacey Perri,"{'type': 'Point', 'coordinates': [41.69729383, -86.23585525]}",Five years ago I was smoking over a pack of cigarettes a day and hardly eating.    . I was so…  https://t.co/rgruLHwyFa,en,[],['https://www.instagram.com/p/BQ3cmgvhlNM/'],[],0,0,0,[],[],https://twitter.com/skayperri/status/834852009891205120,False,,0,,,"39,-98,2400km",,,,,[],,,,
834851609939234818,834851609939234818,2017-02-23 20:45:09 CET,2017-02-23,20:45:09,+0100,206347648,skayperri,Stacey Perri,"{'type': 'Point', 'coordinates': [41.69729383, -86.23585525]}",Five years ago I was smoking over a pack of cigarettes a day and hardly eating.    . I was so…  https://t.co/AwBMLDomGk,en,[],['https://www.instagram.com/p/BQ3ca4WBeM7/'],[],0,0,0,[],[],https://twitter.com/skayperri/status/834851609939234818,False,,0,,,"39,-98,2400km",,,,,[],,,,
833577412755595264,833577412755595264,2017-02-20 08:21:56 CET,2017-02-20,08:21:56,+0100,24265332,victorayala,Victor Ayala,"{'type': 'Point', 'coordinates': [19.4559, -99.1857]}",Smoking. #smoking #cigarette #cigar #home #tv #wall #hand #netflixtime #vsco #photoayala…  https://t.co/giu4JcN3TE,en,[],['https://www.instagram.com/p/BQuY-4mDpVU/'],[],0,0,0,"['smoking', 'cigarette', 'cigar', 'home', 'tv', 'wall', 'hand', 'netflixtime', 'vsco', 'photoayala']",[],https://twitter.com/VictorAyala/status/833577412755595264,False,,0,,,"39,-98,2400km",,,,,[],,,,
832967800314486784,832967800314486784,2017-02-18 15:59:34 CET,2017-02-18,15:59:34,+0100,53969028,toronto_cp,Toronto Now,"{'type': 'Point', 'coordinates': [43.64842391, -79.37536382]}",Smoking cigarettes isn't going to end anytime soon so three students decided to create a healthier version…  https://t.co/1foeuTnPg7,en,[],['https://twitter.com/i/web/status/832960798129537026'],[],0,0,0,[],[],https://twitter.com/Toronto_CP/status/832967800314486784,False,,0,,,"39,-98,2400km",,,,,[],,,,
832682064558247936,832682064558247936,2017-02-17 21:04:09 CET,2017-02-17,21:04:09,+0100,186478529,pairsonnalitese,Stigmabase | ES,"{'type': 'Point', 'coordinates': [25.77508716, -80.2732666]}","AIDS :  Smoking Is Worse Than HIV: ""HIV-positive individuals who smoke cigarettes may be more likely to die from…  https://t.co/TCy1sRPXje",en,[],['http://dlvr.it/NPgqm6'],[],0,0,0,[],[],https://twitter.com/PairsonnalitesE/status/832682064558247936,False,,0,,,"39,-98,2400km",,,,,[],,,,
829030079502114816,829030079502114816,2017-02-07 19:12:28 CET,2017-02-07,19:12:28,+0100,4369464256,jkelizztv,MR.KELVIN HENDRIXZ,"{'type': 'Point', 'coordinates': [25.7877, -80.2241]}",I'M CELEBRATING MY ONE YEAR OF ME NOT SMOKING CIGARETTES IF I CAN DO IT YOU CAN DO IT TWO SO I…  https://t.co/UZ9WIXgvZe,en,[],['https://www.instagram.com/p/BQOFGCIjohh/'],[],0,0,0,[],[],https://twitter.com/JKELIZZTV/status/829030079502114816,False,,0,,,"39,-98,2400km",,,,,[],,,,
828392201713508352,828392201713508352,2017-02-06 00:57:46 CET,2017-02-06,00:57:46,+0100,785278224288718849,samxquinn,Sam Quinn,"{'type': 'Point', 'coordinates': [39.8011, -89.6486]}",Dissent. 🚬🚭🚺✊ #protest #NoDAPL #DISSENT #love #cigarette #smoking #ShesARebel #WaterIsLife…  https://t.co/NV6QRbOmve,en,[],['https://www.instagram.com/p/BQJjBUSAd9G/'],[],0,0,0,"['protest', 'nodapl', 'dissent', 'love', 'cigarette', 'smoking', 'shesarebel', 'waterislife']",[],https://twitter.com/SamXQuinn/status/828392201713508352,False,,0,,,"39,-98,2400km",,,,,[],,,,
827980777065476098,827980777065476098,2017-02-04 21:42:55 CET,2017-02-04,21:42:55,+0100,2427622580,allthingsecigs,Octopus E-Juice,"{'type': 'Point', 'coordinates': [35.479598, -86.084653]}",Here lies all the cigarettes we have kept people from smoking when they switched to vaping! Ask…  https://t.co/EQH1cXcXPY,en,[],['https://www.instagram.com/p/BQGn7OrFR_P/'],[],0,0,0,[],[],https://twitter.com/AllThingsECigs/status/827980777065476098,False,,0,,,"39,-98,2400km",,,,,[],,,,
827320103100366849,827320103100366849,2017-02-03 01:57:38 CET,2017-02-03,01:57:38,+0100,14582941,ezrabutler,Ezra Butler,"{'type': 'Point', 'coordinates': [40.75808045, -73.98978392]}",I didn’t think @jameshamblin would get political at his book reading tonight at the NYPL but he said that smoking cigarettes causes cancer.,en,"[{'screen_name': 'jameshamblin', 'name': 'james hamblin', 'id': '332993870'}]",[],[],0,0,0,[],[],https://twitter.com/ezrabutler/status/827320103100366849,False,,0,,,"39,-98,2400km",,,,,[],,,,
827183811784011777,827183811784011777,2017-02-02 16:56:03 CET,2017-02-02,16:56:03,+0100,104714715,legiscanny,LegiScan NY,"{'type': 'Point', 'coordinates': [40.77112, -73.97419]}",A03829 [NEW] Makes the restrictions relating to smoking in public areas applicable to electronic cigarettes.  https://t.co/pjjSkxFvnM,en,[],['http://bitly.com/X1XgC3'],[],0,0,0,[],[],https://twitter.com/LegiScanNY/status/827183811784011777,False,,0,,,"39,-98,2400km",,,,,[],,,,
827035826211192832,827035826211192832,2017-02-02 07:08:01 CET,2017-02-02,07:08:01,+0100,180918094,krissycluvsben,Kristina Cole,"{'type': 'Point', 'coordinates': [36.11207194, -115.30289945]}",May 2002. Lancey and Me spreading Nana's ashes and smoking her last cigarette at her favorite…  https://t.co/FsFyXziyLj,en,[],['http://ln.is/www.instagram.com/p/ReCh5'],[],0,0,0,[],[],https://twitter.com/KrissyCluvsBen/status/827035826211192832,False,,0,,,"39,-98,2400km",,,,,[],,,,
826977964143243264,826977964143243264,2017-02-02 03:18:05 CET,2017-02-02,03:18:05,+0100,62169540,indianapoliscp,Indianapolis Now,"{'type': 'Point', 'coordinates': [39.76690667, -86.15650321]}",Lawmakers are considering a bill that would increase the state’s cigarette tax and raise the smoking age to 21.  https://t.co/FWQ7YPb4Eu,en,[],['http://via.fox59.com/ybau8'],[],0,0,0,[],[],https://twitter.com/IndianapolisCP/status/826977964143243264,False,,0,,,"39,-98,2400km",,,,,[],,,,
826827455939874817,826826921388408832,2017-02-01 17:20:01 CET,2017-02-01,17:20:01,+0100,35287196,captain_strongo,Chase D. Troutner,"{'type': 'Point', 'coordinates': [33.18718328, -87.52567006]}","She also apparently didn’t understand that “smoking” has another meaning (cigarettes).  I also need to dust my house, it seems. 😭",en,[],[],[],0,0,0,[],[],https://twitter.com/Captain_Strongo/status/826827455939874817,False,,0,,,"39,-98,2400km",,,,,[],,,,
846230005206171648,846230005206171648,2017-03-27 07:18:50 CEST,2017-03-27,07:18:50,+0100,97370694,ipincheviky,Co-Vic 19,"{'type': 'Point', 'coordinates': [20.5167, -99.8667]}","""Smoking a hookah is nothing like smoking a cigarette. Cigarettes are for nervous, competitive…  https://t.co/sduPZPZwma",en,[],['https://www.instagram.com/p/BSIStmvlWkX/'],[],0,0,0,[],[],https://twitter.com/iPincheViky/status/846230005206171648,False,,0,,,"39,-98,2400km",,,,,[],,,,
846155659422912512,846155659422912512,2017-03-27 02:23:24 CEST,2017-03-27,02:23:24,+0100,16326680,shorehomeagent,"Ian Lazarus,CRS","{'type': 'Point', 'coordinates': [39.14267606, -74.701581]}",New Jersey Realtors 100 year history documented here. Lots of old men smoking cigarettes. Not…  https://t.co/q1DJbO8jS7,en,[],['https://www.instagram.com/p/BSHw6AwjIgq/'],[],0,0,0,[],[],https://twitter.com/ShoreHomeAgent/status/846155659422912512,False,,0,,,"39,-98,2400km",,,,,[],,,,
845877082517225472,845877082517225472,2017-03-26 07:56:26 CEST,2017-03-26,07:56:26,+0100,20516266,_big_daddy_e,Eric Alexander,"{'type': 'Point', 'coordinates': [29.9728, -90.059]}",R.I.P.  E   Son crazy man it's really kinda unbelievable how you was just smoking a cigarette on…  https://t.co/wifpG11v5u,en,[],['https://www.instagram.com/p/BSFyOVeBwXr/'],[],0,0,0,[],[],https://twitter.com/_Big_Daddy_E/status/845877082517225472,False,,0,,,"39,-98,2400km",,,,,[],,,,
845791853035241472,845791853035241472,2017-03-26 01:17:46 CET,2017-03-26,01:17:46,+0100,22638290,whwriter,Michael P. Richards,"{'type': 'Point', 'coordinates': [34.0870089, -118.3837679]}",30 years ago 3/25/87 I lost my Mother to Cigarettes. Stop SMOKING NOW!  https://t.co/ttbgU8ArR7,en,[],[],['https://pbs.twimg.com/media/C7zbNMuVUAAlC8a.jpg'],0,0,0,[],[],https://twitter.com/whwriter/status/845791853035241472,False,,1,https://pbs.twimg.com/media/C7zbNMuVUAAlC8a.jpg,,"39,-98,2400km",,,,,[],,,,
845267027581456385,845267027581456385,2017-03-24 14:32:18 CET,2017-03-24,14:32:18,+0100,28559131,chipper39,Tony Chip ™,"{'type': 'Point', 'coordinates': [37.5654172, -79.1900278]}",After over 25 years of #smoking #cigarettes I finally #quit on this day #six years ago!  It was…  https://t.co/roIQjJ2Jpi,en,[],['https://www.instagram.com/p/BSBczY5jZDi/'],[],0,1,0,"['smoking', 'cigarettes', 'quit', 'six']",[],https://twitter.com/chipper39/status/845267027581456385,False,,0,,,"39,-98,2400km",,,,,[],,,,
844280834987298816,844280834987298816,2017-03-21 21:13:31 CET,2017-03-21,21:13:31,+0100,51593466,katpiss,Luiz A. K. Pinto,"{'type': 'Point', 'coordinates': [40.77274259, -73.972216]}",#motorcycle #polish #polishman #thuglife #smoking #cigarette #john @ Central Park  https://t.co/G9R1OCKGCu,en,[],['https://www.instagram.com/p/BR6cVbWggMY/'],[],0,0,0,"['motorcycle', 'polish', 'polishman', 'thuglife', 'smoking', 'cigarette', 'john']",[],https://twitter.com/katpiss/status/844280834987298816,False,,0,,,"39,-98,2400km",,,,,[],,,,
842875151133917189,842875151133917189,2017-03-18 00:07:50 CET,2017-03-18,00:07:50,+0100,60720426,tecka74,tecka,"{'type': 'Point', 'coordinates': [30.07439352, -89.82977094]}",I need a drink now and a cigarette I ain't the smoking type @ New…  https://t.co/2MNsedAidH,en,[],['https://www.instagram.com/p/BRwdGq_jM1BA8PY4C2rRyQ6Qz-y7WqY5YRIFV00/'],[],0,0,0,[],[],https://twitter.com/tecka74/status/842875151133917189,False,,0,,,"39,-98,2400km",,,,,[],,,,
841002451566284801,841002451566284801,2017-03-12 20:06:24 CET,2017-03-12,20:06:24,+0100,557463261,jon_brandon86,jon brandon,"{'type': 'Point', 'coordinates': [43.428611, -83.935833]}",23 months today this young beautiful woman conquered smoking cigarettes went cold turkey I'm so…  https://t.co/ZV7963snWw,en,[],['https://www.instagram.com/p/BRjJfvODsta/'],[],0,0,0,[],[],https://twitter.com/Jon_Brandon86/status/841002451566284801,False,,0,,,"39,-98,2400km",,,,,[],,,,
840716211793059841,840716211793059841,2017-03-12 01:08:59 CET,2017-03-12,01:08:59,+0100,2351342148,willblogforgrog,Grog Blog,"{'type': 'Point', 'coordinates': [33.122, -117.297]}",She kissed life a catfish smoking a cigarette. #craftbeer #instabeer #beergram #beertography…  https://t.co/LDiNNBM2qt,en,[],['https://www.instagram.com/p/BRhHVPygi3k/'],[],0,0,2,"['craftbeer', 'instabeer', 'beergram', 'beertography']",[],https://twitter.com/WillBlogForGrog/status/840716211793059841,False,,0,,,"39,-98,2400km",,,,,[],,,,
837364463711977473,837364463711977473,2017-03-02 19:10:20 CET,2017-03-02,19:10:20,+0100,1393687130,cmccrearyyoga,Crystal McCreary,"{'type': 'Point', 'coordinates': [23.13594444, -82.35833333]}","When in Rome...😳  Cigars taste worse than cigarettes, btw. (Must admit: smoking ANYthing…  https://t.co/MgStJ7rjOM",en,[],['https://www.instagram.com/p/BRJTIU3lP6l/'],[],0,0,0,[],[],https://twitter.com/cmccrearyyoga/status/837364463711977473,False,,0,,,"39,-98,2400km",,,,,[],,,,
857635869188128768,857635869188128768,2017-04-27 18:41:39 CEST,2017-04-27,18:41:39,+0100,36468635,vintagesoulgeek,VintageSoulGeek,"{'type': 'Point', 'coordinates': [43.25423, -79.86081]}",1950's private ashtray Made in England $28 #ashtray #smoking #cigarette #aftersexcigarette…  https://t.co/AlCRXQNOrS,en,[],['https://www.instagram.com/p/BTZVfznFCdN/'],[],0,1,0,"['ashtray', 'smoking', 'cigarette', 'aftersexcigarette']",[],https://twitter.com/vintagesoulgeek/status/857635869188128768,False,,0,,,"39,-98,2400km",,,,,[],,,,
856989976076181506,856989976076181506,2017-04-25 23:55:07 CEST,2017-04-25,23:55:07,+0100,26405090,laurenhebrank,Lauren Hebrank,"{'type': 'Point', 'coordinates': [40.3288, -79.614]}",He looks like a grumpy old man smoking a cigarette!! (It's a stick. Not animal cruelty lol) @…  https://t.co/xcBggVsdMm,en,[],['https://www.instagram.com/p/BTUvyB5AINI/'],[],0,0,0,[],[],https://twitter.com/laurenhebrank/status/856989976076181506,False,,0,,,"39,-98,2400km",,,,,[],,,,
856615507692318721,856615507692318721,2017-04-24 23:07:06 CEST,2017-04-24,23:07:06,+0100,2563617266,brewshark88,BoldNado,"{'type': 'Point', 'coordinates': [43.08416583, -73.81765827]}",Just watched William B Davis in a tv-movie. The X-Files Cigarette Smoking Man played a character with a bird named Winston!,en,[],[],[],0,0,0,[],[],https://twitter.com/brewshark88/status/856615507692318721,False,,0,,,"39,-98,2400km",,,,,[],,,,
856609057884459008,856609057884459008,2017-04-24 22:41:29 CEST,2017-04-24,22:41:29,+0100,1878017594,desertvapors,Desert Vapors,"{'type': 'Point', 'coordinates': [33.7218513, -116.3887177]}","*KANGERTECH : BEGINNER KITS*  Depending on how long you've been smoking cigarettes, a super sub…  https://t.co/k00aqJVsbx",en,[],['https://www.instagram.com/p/BTSCj8bBos9/'],[],0,0,0,[],[],https://twitter.com/DesertVapors/status/856609057884459008,False,,0,,,"39,-98,2400km",,,,,[],,,,
856140510058205184,856140510058205184,2017-04-23 15:39:38 CEST,2017-04-23,15:39:38,+0100,2887368071,jordan_a_duncan,Jordan A. Duncan,"{'type': 'Point', 'coordinates': [39.8891449, -88.9389488]}","Anticlimactic, but hopefully it's the #lastcigarette #cigarette #smoking #quitsmoking #quitting…  https://t.co/70ydOulXCD",en,[],['https://www.instagram.com/p/BTOtfXvg7cP/'],[],0,1,0,"['lastcigarette', 'cigarette', 'smoking', 'quitsmoking', 'quitting']",[],https://twitter.com/Jordan_A_Duncan/status/856140510058205184,False,,0,,,"39,-98,2400km",,,,,[],,,,
855703308589248513,855703308589248513,2017-04-22 10:42:21 CEST,2017-04-22,10:42:21,+0100,24477357,jorionsbelt,Joey Murphy,"{'type': 'Point', 'coordinates': [34.0522, -118.243]}","Things I Draw for Strangers on the Internet pt 5: ""A grungy dude smoking a cigarette, sitting…  https://t.co/yL7QTNlAUo",en,[],['https://www.instagram.com/p/BTLmrMIDvBR/'],[],0,0,0,[],[],https://twitter.com/JorionsBelt/status/855703308589248513,False,,0,,,"39,-98,2400km",,,,,[],,,,
855599250272641024,855599250272641024,2017-04-22 03:48:52 CEST,2017-04-22,03:48:52,+0100,41834076,ohhdoubleyou,chonky gorl,"{'type': 'Point', 'coordinates': [40.73601896, -74.0292478]}",#fbf to Halloween when I was Sandy/intoxicated/smoking a fake cigarette like the queef that I am…  https://t.co/sykzXJgMOJ,en,[],['https://www.instagram.com/p/BTK3WeXFnVm/'],[],0,0,0,['fbf'],[],https://twitter.com/OhhDoubleYou/status/855599250272641024,False,,0,,,"39,-98,2400km",,,,,[],,,,
855221042171740162,855221042171740162,2017-04-21 02:46:00 CEST,2017-04-21,02:46:00,+0100,36757417,diazmackie,Diaz Mackie,"{'type': 'Point', 'coordinates': [34.07173214, -118.30796214]}",#TBT So #Classic #Vegas #Tuxedo while smoking a cigarette on stage. #RatPackIsh #CUI…  https://t.co/8AR08e8KbO,en,[],['https://www.instagram.com/p/BTILXCMFW2k/'],[],0,0,0,"['tbt', 'classic', 'vegas', 'tuxedo', 'ratpackish', 'cui']",[],https://twitter.com/DiazMackie/status/855221042171740162,False,,0,,,"39,-98,2400km",,,,,[],,,,
855216843107258369,855216843107258369,2017-04-21 02:29:19 CEST,2017-04-21,02:29:19,+0100,37326034,dezclark88,Desmond Clark,"{'type': 'Point', 'coordinates': [28.04393247, -81.9494079]}","As I get older, I look more and more like my dad! He quit smoking cigarettes and drinking…  https://t.co/UuOUbv8prD",en,[],['https://www.instagram.com/p/BTIJdB_FVf0/'],[],0,0,3,[],[],https://twitter.com/dezclark88/status/855216843107258369,False,,0,,,"39,-98,2400km",,,,,[],,,,
