id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
821949667646865408,821949667646865408,2017-01-19 06:17:26 CET,2017-01-19,06:17:26,+0100,46883244,kenmcmullen1,Ken McMullen,"{'type': 'Point', 'coordinates': [36.1336601, -115.1752174]}",First time at a hookah bar. Mango tobacco pairs great with Tactical APA. #GunCraftBeer…  https://t.co/TCHtjic1ka,en,[],['https://www.instagram.com/p/BPbxTE_A7bI/'],[],0,0,0,['guncraftbeer'],[],https://twitter.com/KenMcMullen1/status/821949667646865408,False,,0,,,"39,-98,2400km",,,,,[],,,,
821877674171858944,821877674171858944,2017-01-19 01:31:21 CET,2017-01-19,01:31:21,+0100,1332595430,p1nelop1,Pinelopi,"{'type': 'Point', 'coordinates': [35.9922899, -78.90308]}","I like 5'2, track-star Feder a lot better @ Tobacco Road Sports Cafe  https://t.co/DLkDk0U0GH",en,[],['https://www.instagram.com/p/BPa9AetBhTC/'],[],0,0,1,[],[],https://twitter.com/p1nelop1/status/821877674171858944,False,,0,,,"39,-98,2400km",,,,,[],,,,
821867952064647170,821867952064647170,2017-01-19 00:52:43 CET,2017-01-19,00:52:43,+0100,42568851,congo34zulu,Marley's gift and tobacco LLC,"{'type': 'Point', 'coordinates': [39.66991, -104.98741]}",Cozy little pad - I'd make it pop ! @ Marleys Pipe and Tobacco II  https://t.co/A0Y5kbFbME,en,[],['https://www.instagram.com/p/BPbMIxLjQy2/'],[],0,0,0,[],[],https://twitter.com/congo34zulu/status/821867952064647170,False,,0,,,"39,-98,2400km",,,,,[],,,,
821859476428832768,821859476428832768,2017-01-19 00:19:03 CET,2017-01-19,00:19:03,+0100,25731989,housewrighter,Michael Housewright,"{'type': 'Point', 'coordinates': [22.61666667, -83.71666667]}",A farming stack in #cuba tobacco country. Did you expect to see mountainous rock formations in…  https://t.co/o7BOx9FMT8,en,[],['https://www.instagram.com/p/BPbIRrlBfmO/'],[],0,0,0,['cuba'],[],https://twitter.com/housewrighter/status/821859476428832768,False,,0,,,"39,-98,2400km",,,,,[],,,,
821856226925481985,821856226925481985,2017-01-19 00:06:08 CET,2017-01-19,00:06:08,+0100,104723780,legiscanmi,LegiScan MI,"{'type': 'Point', 'coordinates': [42.73347, -84.5553]}",SB0037 [NEW] Tobacco; retail sales; sale of electronic cigarette or any oral device that provides vapor nicotine ...  https://t.co/FfTPwhdT1V,en,[],['http://bitly.com/XFtxwn'],[],0,0,0,[],[],https://twitter.com/LegiScanMI/status/821856226925481985,False,,0,,,"39,-98,2400km",,,,,[],,,,
821836161589145600,821836161589145600,2017-01-18 22:46:24 CET,2017-01-18,22:46:24,+0100,104729708,legiscanok,LegiScan OK,"{'type': 'Point', 'coordinates': [35.49232, -97.50334]}",HB1245 [NEW] Public finance; Tobacco Settlement Endowment Trust Fund; earnings; ten-year average; distribution; c...  https://t.co/WY4Kc6gMYx,en,[],['http://bitly.com/VXVdyp'],[],0,0,0,[],[],https://twitter.com/LegiScanOK/status/821836161589145600,False,,0,,,"39,-98,2400km",,,,,[],,,,
821831089572446209,821831089572446209,2017-01-18 22:26:15 CET,2017-01-18,22:26:15,+0100,104704879,legiscanct,LegiScan CT,"{'type': 'Point', 'coordinates': [41.762831, -72.682383]}",SB00156 [NEW] An Act Concerning Funds From The Tobacco And Health Trust Fund.  https://t.co/h7y37ptzI7,en,[],['http://bitly.com/XCiHaH'],[],0,0,0,[],[],https://twitter.com/LegiScanCT/status/821831089572446209,False,,0,,,"39,-98,2400km",,,,,[],,,,
821817180442521600,821817180442521600,2017-01-18 21:30:59 CET,2017-01-18,21:30:59,+0100,71064389,zas_4,Zaid Safar,"{'type': 'Point', 'coordinates': [37.53323868, -77.42407584]}","I'm at American Tobacco Center in Richmond, VA  https://t.co/AUb6alUIW9",en,[],['https://www.swarmapp.com/c/cSLFUTt6dxv'],[],0,0,1,[],[],https://twitter.com/ZAS_4/status/821817180442521600,False,,0,,,"39,-98,2400km",,,,,[],,,,
821787658158411776,821787658158411776,2017-01-18 19:33:40 CET,2017-01-18,19:33:40,+0100,70949821,milwaukeecp,Milwaukee Now,"{'type': 'Point', 'coordinates': [43.04137104, -87.90968018]}",Health nominee questioned on tobacco stock  https://t.co/4osmWg8AVj,en,[],['http://dlvr.it/N85rxz'],[],0,0,0,[],[],https://twitter.com/MilwaukeeCP/status/821787658158411776,False,,0,,,"39,-98,2400km",,,,,[],,,,
821749139918688257,821749139918688257,2017-01-18 17:00:36 CET,2017-01-18,17:00:36,+0100,440551426,njwineandbeer,@NJ Wine & Beer,"{'type': 'Point', 'coordinates': [40.97990789, -74.11926178]}","Arguably among the best cigar shops in Bergen county (@ The Tobacco Shop in Ridgewood, NJ)  https://t.co/hOabXs9kHH  https://t.co/9qGZOvKrHv",en,[],['https://www.swarmapp.com/c/lI4n6hQFLVk'],['https://pbs.twimg.com/media/C2dwfKWXAAARXFa.jpg'],0,1,3,[],[],https://twitter.com/NJWineandBeer/status/821749139918688257,False,,1,https://pbs.twimg.com/media/C2dwfKWXAAARXFa.jpg,,"39,-98,2400km",,,,,[],,,,
821741928928739328,821741928928739328,2017-01-18 16:31:57 CET,2017-01-18,16:31:57,+0100,42568851,congo34zulu,Marley's gift and tobacco LLC,"{'type': 'Point', 'coordinates': [39.66991, -104.98741]}",Just posted a photo @ Marleys Pipe and Tobacco II  https://t.co/inETG6JdVN,en,[],['https://www.instagram.com/p/BPaS1B_jPxA/'],[],0,0,0,[],[],https://twitter.com/congo34zulu/status/821741928928739328,False,,0,,,"39,-98,2400km",,,,,[],,,,
821589305881726976,821589305881726976,2017-01-18 06:25:29 CET,2017-01-18,06:25:29,+0100,860155974,fumacigs,Fuma Vapor,"{'type': 'Point', 'coordinates': [40.8093, -81.9373]}",#ducksalad and @FumaCigs #tobacco #ejuice  https://t.co/NRJ8DyE1ro #eliquid #vape #vapefam #vapefamily…  https://t.co/j8nX7V8jZp,und,"[{'screen_name': 'fumacigs', 'name': 'fuma vapor', 'id': '860155974'}]","['http://www.myfuma.com', 'https://www.instagram.com/p/BPZNa6lB2eU/']",[],0,0,0,"['ducksalad', 'tobacco', 'ejuice', 'eliquid', 'vape', 'vapefam', 'vapefamily']",[],https://twitter.com/FumaCigs/status/821589305881726976,False,,0,,,"39,-98,2400km",,,,,[],,,,
821584416170446849,821584416170446849,2017-01-18 06:06:03 CET,2017-01-18,06:06:03,+0100,104714715,legiscanny,LegiScan NY,"{'type': 'Point', 'coordinates': [40.77112, -73.97419]}",S02678 [NEW] Prohibits the operation of a vending machine which dispenses tobacco products unless the machine is ...  https://t.co/rALf7YwfS9,en,[],['http://bitly.com/Y5OalK'],[],0,0,0,[],[],https://twitter.com/LegiScanNY/status/821584416170446849,False,,0,,,"39,-98,2400km",,,,,[],,,,
821542911364005888,821542911364005888,2017-01-18 03:21:08 CET,2017-01-18,03:21:08,+0100,111427074,taperdude,Steven Wren,"{'type': 'Point', 'coordinates': [42.0251, -93.6148]}",4.3 - #bottleshare - leather tobacco ethanol... (Huge Arker Bourbon Barrel Imperial Stout)  https://t.co/PeK3IR5bcr #photo,en,[],['http://untp.beer/s/c407282903'],[],0,0,0,"['bottleshare', 'photo']",[],https://twitter.com/taperdude/status/821542911364005888,False,,0,,,"39,-98,2400km",,,,,[],,,,
821532284746665984,821532284746665984,2017-01-18 02:38:54 CET,2017-01-18,02:38:54,+0100,7398412,blink_and_miss,Deborah Smith,"{'type': 'Point', 'coordinates': [37.53571451, -77.43461855]}",Just posted a photo @ The Tobacco Company Restaurant  https://t.co/BE1z0a883c,en,[],['https://www.instagram.com/p/BPYzfl8D6X1BDEG71Fvh73xRc4xdNp3bDE6yU80/'],[],0,0,0,[],[],https://twitter.com/blink_and_miss/status/821532284746665984,False,,0,,,"39,-98,2400km",,,,,[],,,,
821532130777989121,821532130777989121,2017-01-18 02:38:17 CET,2017-01-18,02:38:17,+0100,7398412,blink_and_miss,Deborah Smith,"{'type': 'Point', 'coordinates': [37.53571451, -77.43461855]}",Just posted a photo @ The Tobacco Company Restaurant  https://t.co/pqPi3CKKAB,en,[],['https://www.instagram.com/p/BPYzbH8jOdRWfxEkVxxMuINtyXawBTpFtjMCjc0/'],[],0,0,0,[],[],https://twitter.com/blink_and_miss/status/821532130777989121,False,,0,,,"39,-98,2400km",,,,,[],,,,
821526669248884736,821526669248884736,2017-01-18 02:16:35 CET,2017-01-18,02:16:35,+0100,42568851,congo34zulu,Marley's gift and tobacco LLC,"{'type': 'Point', 'coordinates': [39.66991, -104.98741]}",Just posted a photo @ Marleys Pipe and Tobacco II  https://t.co/CH8tLrThAZ,en,[],['https://www.instagram.com/p/BPYw8LpDIyJ/'],[],0,0,0,[],[],https://twitter.com/congo34zulu/status/821526669248884736,False,,0,,,"39,-98,2400km",,,,,[],,,,
821526350884388865,821526350884388865,2017-01-18 02:15:19 CET,2017-01-18,02:15:19,+0100,42568851,congo34zulu,Marley's gift and tobacco LLC,"{'type': 'Point', 'coordinates': [39.66991, -104.98741]}",Just posted a photo @ Marleys Pipe and Tobacco II  https://t.co/HeHP4nGTwm,en,[],['https://www.instagram.com/p/BPYwy6wDdwl/'],[],0,0,0,[],[],https://twitter.com/congo34zulu/status/821526350884388865,False,,0,,,"39,-98,2400km",,,,,[],,,,
821524943078912000,821524943078912000,2017-01-18 02:09:44 CET,2017-01-18,02:09:44,+0100,42568851,congo34zulu,Marley's gift and tobacco LLC,"{'type': 'Point', 'coordinates': [39.66991, -104.98741]}",Just posted a photo @ Marleys Pipe and Tobacco II  https://t.co/QvgbqjJgzv,en,[],['https://www.instagram.com/p/BPYwJ9BjS3o/'],[],0,0,0,[],[],https://twitter.com/congo34zulu/status/821524943078912000,False,,0,,,"39,-98,2400km",,,,,[],,,,
821512074245394433,821512074245394433,2017-01-18 01:18:36 CET,2017-01-18,01:18:36,+0100,42568851,congo34zulu,Marley's gift and tobacco LLC,"{'type': 'Point', 'coordinates': [39.66991, -104.98741]}",Mike - @ Marleys Pipe and Tobacco II  https://t.co/j1AJnc6CKm,en,[],['https://www.instagram.com/p/BPYqTZjDnGa/'],[],0,0,0,[],[],https://twitter.com/congo34zulu/status/821512074245394433,False,,0,,,"39,-98,2400km",,,,,[],,,,
821511440976801792,821511440976801792,2017-01-18 01:16:05 CET,2017-01-18,01:16:05,+0100,391662293,roachorama,Roach-O-Rama,"{'type': 'Point', 'coordinates': [43.65448, -79.40224]}",NEW HEMP WRAPS! 🔥 These blunt wraps contain NO tobacco and come in a bunch of yummy flavours!…  https://t.co/hk2JBz3Q7u,en,[],['https://www.instagram.com/p/BPYp72SA8C0/'],[],0,4,3,[],[],https://twitter.com/Roachorama/status/821511440976801792,False,,0,,,"39,-98,2400km",,,,,[],,,,
821510051668127745,821510051668127745,2017-01-18 01:10:33 CET,2017-01-18,01:10:33,+0100,261469386,winkwestwood,🐻+🍯=❤️,"{'type': 'Point', 'coordinates': [29.744638, -95.364619]}",One express aisle full of ppl w/ 21+ items &amp; the tobacco aisle RT @YolieTheJew: Still will only have 2 lanes open.  https://t.co/QytAYgUFBI,en,[],['https://twitter.com/fox26houston/status/821370396935004161'],[],0,0,0,[],[],https://twitter.com/WinkWestwood/status/821510051668127745,False,https://twitter.com/fox26houston/status/821370396935004161,0,,,"39,-98,2400km",,,,,[],,,,
821509027112828929,821509027112828929,2017-01-18 01:06:29 CET,2017-01-18,01:06:29,+0100,3044326317,iamnnginear,Troy,"{'type': 'Point', 'coordinates': [41.923, -87.6452]}",Vanilla pecan cider? - Drinking a Totally Roasted by @vandermill @ Tobacco Road  —  https://t.co/08t3tl1wSt,en,"[{'screen_name': 'vandermill', 'name': 'vander mill ciders', 'id': '23206465'}]",['http://untp.beer/s/c407233844'],[],0,0,0,[],[],https://twitter.com/iAmNnGinEar/status/821509027112828929,False,,0,,,"39,-98,2400km",,,,,[],,,,
821494458885820416,821494458885820416,2017-01-18 00:08:36 CET,2017-01-18,00:08:36,+0100,137129421,bychrisbrennan,Chris Brennan,"{'type': 'Point', 'coordinates': [22.6164, -83.7078]}","Vinales tobacco farm. #Cuba2017 @ Viñales, Cuba  https://t.co/gkakonH6FK",es,[],['https://www.instagram.com/p/BPYiStVgY8K/'],[],0,0,0,['cuba2017'],[],https://twitter.com/ByChrisBrennan/status/821494458885820416,False,,0,,,"39,-98,2400km",,,,,[],,,,
821494274218921985,821494274218921985,2017-01-18 00:07:52 CET,2017-01-18,00:07:52,+0100,137129421,bychrisbrennan,Chris Brennan,"{'type': 'Point', 'coordinates': [22.6164, -83.7078]}","Vinales tobacco farm dog. #Cuba2017 @ Viñales, Cuba  https://t.co/UistLhWMSX",en,[],['https://www.instagram.com/p/BPYiNX0AwKb/'],[],0,0,0,['cuba2017'],[],https://twitter.com/ByChrisBrennan/status/821494274218921985,False,,0,,,"39,-98,2400km",,,,,[],,,,
821493915035570176,821493915035570176,2017-01-18 00:06:26 CET,2017-01-18,00:06:26,+0100,137129421,bychrisbrennan,Chris Brennan,"{'type': 'Point', 'coordinates': [22.6164, -83.7078]}","Barn chicken at a Vinales tobacco farm. #Cuba2017 @ Viñales, Cuba  https://t.co/9iMdlx4bwV",en,[],['https://www.instagram.com/p/BPYiC7VgrDo/'],[],0,0,0,['cuba2017'],[],https://twitter.com/ByChrisBrennan/status/821493915035570176,False,,0,,,"39,-98,2400km",,,,,[],,,,
821493573157875713,821493573157875713,2017-01-18 00:05:05 CET,2017-01-18,00:05:05,+0100,137129421,bychrisbrennan,Chris Brennan,"{'type': 'Point', 'coordinates': [22.6164, -83.7078]}","A new cigar smoker at a Vinales tobacco farm. #Cuba2017 @ Viñales, Cuba  https://t.co/bMAM3PgPZ1",en,[],['https://www.instagram.com/p/BPYh49aAZy6/'],[],0,0,0,['cuba2017'],[],https://twitter.com/ByChrisBrennan/status/821493573157875713,False,,0,,,"39,-98,2400km",,,,,[],,,,
821493006608068610,821493006608068610,2017-01-18 00:02:50 CET,2017-01-18,00:02:50,+0100,137129421,bychrisbrennan,Chris Brennan,"{'type': 'Point', 'coordinates': [22.6164, -83.7078]}","Drying leaves at Vinales tobacco farm. #Cuba2017 @ Viñales, Cuba  https://t.co/0VuMxo4qNq",en,[],['https://www.instagram.com/p/BPYhoZ0gISg/'],[],0,0,0,['cuba2017'],[],https://twitter.com/ByChrisBrennan/status/821493006608068610,False,,0,,,"39,-98,2400km",,,,,[],,,,
821492636070641664,821492636070641664,2017-01-18 00:01:21 CET,2017-01-18,00:01:21,+0100,137129421,bychrisbrennan,Chris Brennan,"{'type': 'Point', 'coordinates': [22.6164, -83.7078]}","Vinales tobacco farm. #Cuba2017 @ Viñales, Cuba  https://t.co/ufdakty1PP",es,[],['https://www.instagram.com/p/BPYhdsRAImG/'],[],0,0,0,['cuba2017'],[],https://twitter.com/ByChrisBrennan/status/821492636070641664,False,,0,,,"39,-98,2400km",,,,,[],,,,
821492417262223360,821492417262223360,2017-01-18 00:00:29 CET,2017-01-18,00:00:29,+0100,137129421,bychrisbrennan,Chris Brennan,"{'type': 'Point', 'coordinates': [22.6164, -83.7078]}","Vinales tobacco farm. #Cuba2017 @ Viñales, Cuba  https://t.co/aZDTCgrKmF",es,[],['https://www.instagram.com/p/BPYhXSPgugj/'],[],0,0,0,['cuba2017'],[],https://twitter.com/ByChrisBrennan/status/821492417262223360,False,,0,,,"39,-98,2400km",,,,,[],,,,
821475391680479232,821475391680479232,2017-01-17 22:52:50 CET,2017-01-17,22:52:50,+0100,42568851,congo34zulu,Marley's gift and tobacco LLC,"{'type': 'Point', 'coordinates': [39.66991, -104.98741]}",Father Sun -  Mother Moon -  The Stars are there children - @ Marleys Pipe and Tobacco II  https://t.co/Q9koAlaCQI,en,[],['https://www.instagram.com/p/BPYZnvxj4jn/'],[],0,0,0,[],[],https://twitter.com/congo34zulu/status/821475391680479232,False,,0,,,"39,-98,2400km",,,,,[],,,,
821474179090448384,821474179090448384,2017-01-17 22:48:01 CET,2017-01-17,22:48:01,+0100,42568851,congo34zulu,Marley's gift and tobacco LLC,"{'type': 'Point', 'coordinates': [39.66991, -104.98741]}",Black Panther - @ Marleys Pipe and Tobacco II  https://t.co/qL8PNlIbMD,en,[],['https://www.instagram.com/p/BPYZEf1jLSQ/'],[],0,0,0,[],[],https://twitter.com/congo34zulu/status/821474179090448384,False,,0,,,"39,-98,2400km",,,,,[],,,,
821473963574525953,821473963574525953,2017-01-17 22:47:09 CET,2017-01-17,22:47:09,+0100,42568851,congo34zulu,Marley's gift and tobacco LLC,"{'type': 'Point', 'coordinates': [39.66991, -104.98741]}",Just posted a photo @ Marleys Pipe and Tobacco II  https://t.co/r5sJw97o5v,en,[],['https://www.instagram.com/p/BPYY-PnDyBx/'],[],0,0,0,[],[],https://twitter.com/congo34zulu/status/821473963574525953,False,,0,,,"39,-98,2400km",,,,,[],,,,
821473800462204931,821473800462204931,2017-01-17 22:46:30 CET,2017-01-17,22:46:30,+0100,42568851,congo34zulu,Marley's gift and tobacco LLC,"{'type': 'Point', 'coordinates': [39.66991, -104.98741]}",Mercy - @ Marleys Pipe and Tobacco II  https://t.co/7fB8NOAZSk,en,[],['https://www.instagram.com/p/BPYY5dFDdpn/'],[],0,0,0,[],[],https://twitter.com/congo34zulu/status/821473800462204931,False,,0,,,"39,-98,2400km",,,,,[],,,,
821458219180507136,821458219180507136,2017-01-17 21:44:36 CET,2017-01-17,21:44:36,+0100,37972772,coronacigarco,Jeff Borysiewicz,"{'type': 'Point', 'coordinates': [28.6489, -81.9954]}",Getting ready for our 2017 Florida Sun Grown tobacco season!  In January we plant pelletized FSG…  https://t.co/f1kS9LFmLa,en,[],['https://www.instagram.com/p/BPYRz5OBTmo/'],[],0,0,4,[],[],https://twitter.com/CoronaCigarCo/status/821458219180507136,False,,0,,,"39,-98,2400km",,,,,[],,,,
821452301764280325,821452301764280325,2017-01-17 21:21:05 CET,2017-01-17,21:21:05,+0100,72287112,zsuttonphoto,Zach Sutton,"{'type': 'Point', 'coordinates': [22.6164, -83.7078]}","While in Vinales, Cuba a couple days ago, I was able to get a tour of a tobacco farm owned by…  https://t.co/TyIgBXHD46",en,[],['https://www.instagram.com/p/BPYPHwPAHx2/'],[],0,0,1,[],[],https://twitter.com/ZSuttonPhoto/status/821452301764280325,False,,0,,,"39,-98,2400km",,,,,[],,,,
821440927298416641,821440927298416641,2017-01-17 20:35:53 CET,2017-01-17,20:35:53,+0100,73592082,pavelsanchez,Pavel St. Chez,"{'type': 'Point', 'coordinates': [24.809883, -107.375688]}","Hoy llegaron estas @prada tobacco &amp; green Chelsea boots #lurio #ando @ Las Quintas, Cul Sin  https://t.co/lqDRAlRaQ2",es,"[{'screen_name': 'prada', 'name': 'prada', 'id': '1156866230'}]",['https://www.instagram.com/p/BPYJ8tDjeFp/'],[],0,0,0,"['lurio', 'ando']",[],https://twitter.com/pavelsanchez/status/821440927298416641,False,,0,,,"39,-98,2400km",,,,,[],,,,
821426219547852803,821426219547852803,2017-01-17 19:37:26 CET,2017-01-17,19:37:26,+0100,798808158,casameily,Vinales_gallery®🇨🇺,"{'type': 'Point', 'coordinates': [22.6164, -83.7078]}",One way to paradise 🎯 #Viñales #Cuba 🇨🇺 Riding 🐴 through endless fields of green tobacco 🌱 and…  https://t.co/FXapWWxjFi,en,[],['https://www.instagram.com/p/BPYDQpjDpNz/'],[],0,0,0,"['viñales', 'cuba']",[],https://twitter.com/CasaMeily/status/821426219547852803,False,,0,,,"39,-98,2400km",,,,,[],,,,
821419106259767296,821419106259767296,2017-01-17 19:09:10 CET,2017-01-17,19:09:10,+0100,3323587100,turq_tobacco,Turquoise + Tobacco,"{'type': 'Point', 'coordinates': [34.04072321, -118.25366091]}",Rock on...Day two of LA Market wanderwestshowroom #turquoiseandtobacco @ Cooper Design Space  https://t.co/XRjVareivo,en,[],['https://www.instagram.com/p/BPYABV4BgO5/'],[],0,0,1,['turquoiseandtobacco'],[],https://twitter.com/turq_tobacco/status/821419106259767296,False,,0,,,"39,-98,2400km",,,,,[],,,,
821365153195139077,821365153195139077,2017-01-17 15:34:47 CET,2017-01-17,15:34:47,+0100,62050708,jacksonvillecp,Jacksonville Now,"{'type': 'Point', 'coordinates': [30.32633066, -81.65339546]}","Jacksonville trends now: Betty White, British American Tobacco, TuesdayMotivation, PutMusicInMyHead and wef17.  https://t.co/JR67LsVnMO",en,[],['http://toplocalnow.com/us/jacksonville?section=trends'],[],0,0,0,[],[],https://twitter.com/JacksonvilleCP/status/821365153195139077,False,,0,,,"39,-98,2400km",,,,,[],,,,
821351152000172032,821351152000172032,2017-01-17 14:39:09 CET,2017-01-17,14:39:09,+0100,62050708,jacksonvillecp,Jacksonville Now,"{'type': 'Point', 'coordinates': [30.32633066, -81.65339546]}","Jacksonville trends now: Betty White, Theresa May, British American Tobacco, PutMusicInMyHead and wef17.  https://t.co/JR67LsVnMO",en,[],['http://toplocalnow.com/us/jacksonville?section=trends'],[],0,0,0,[],[],https://twitter.com/JacksonvilleCP/status/821351152000172032,False,,0,,,"39,-98,2400km",,,,,[],,,,
821334914272546816,821334914272546816,2017-01-17 13:34:37 CET,2017-01-17,13:34:37,+0100,23517712,wtkr3,WTKR News 3,"{'type': 'Point', 'coordinates': [37.540725, -77.436048]}",Tobacco giants join forces in $49 billion mega merger  https://t.co/Jchm7hMS1R,en,[],['http://bit.ly/2jFnedE'],[],0,2,1,[],[],https://twitter.com/WTKR3/status/821334914272546816,False,,0,,,"39,-98,2400km",,,,,[],,,,
821302314073931777,821302314073931777,2017-01-17 11:25:05 CET,2017-01-17,11:25:05,+0100,138418838,pairsonnalites,Stigmabase | ORG,"{'type': 'Point', 'coordinates': [49.1978055, -123.07050781]}","#Stigmabase USCA -  How the Tobacco Industry Has Targeted the LGBT Community for Decades - Over the last 25 years,…  https://t.co/hP9ipvBVyr",en,[],['http://dlvr.it/N7RgYn'],[],0,0,0,['stigmabase'],[],https://twitter.com/Pairsonnalites/status/821302314073931777,False,,0,,,"39,-98,2400km",,,,,[],,,,
821273510391660544,821273510391660544,2017-01-17 09:30:38 CET,2017-01-17,09:30:38,+0100,2499195470,bayouinfused,Bayou Infused,"{'type': 'Point', 'coordinates': [47.44386, -122.15093]}","""Marijuana should be treated on the same level as alcohol and tobacco."" - President of the…  https://t.co/EAtPGoccHR",en,[],['https://www.instagram.com/p/BPW90I2B00X/'],[],0,0,0,[],[],https://twitter.com/BayouInfused/status/821273510391660544,False,,0,,,"39,-98,2400km",,,,,[],,,,
821186835598680064,821186835598680064,2017-01-17 03:46:13 CET,2017-01-17,03:46:13,+0100,104739082,legiscanwa,LegiScan WA,"{'type': 'Point', 'coordinates': [47.035964, -122.904799]}","HB1261 [NEW] Concerning the sale of tobacco products in open, unsecured displays.  https://t.co/kp9MVp9IvY",en,[],['http://bitly.com/XWxaye'],[],0,0,0,[],[],https://twitter.com/LegiScanWA/status/821186835598680064,False,,0,,,"39,-98,2400km",,,,,[],,,,
821158612215205888,821158612215205888,2017-01-17 01:54:04 CET,2017-01-17,01:54:04,+0100,229359172,zander_br0wn,Alex Brown,"{'type': 'Point', 'coordinates': [37.53571451, -77.43461855]}",Suspenders holding my life up (barely) @ The Tobacco Company Restaurant  https://t.co/6djo00JK1X,en,[],['https://www.instagram.com/p/BPWJkRzDw_X05GXgpzvGr_5iU03Z0tZiqgihdI0/'],[],0,0,0,[],[],https://twitter.com/Zander_Br0wn/status/821158612215205888,False,,0,,,"39,-98,2400km",,,,,[],,,,
821120564714762244,821120564714762244,2017-01-16 23:22:52 CET,2017-01-16,23:22:52,+0100,412871584,idavemoore,Dave Moore,"{'type': 'Point', 'coordinates': [36.1220839, -115.1680316]}",A. Fuente Gran Reserva whilst playing slots! #slots #afuente #cigar #cigarsmoker #tobacco…  https://t.co/JmufzSimAL,en,[],['https://www.instagram.com/p/BPV4QtlFUCM/'],[],0,0,1,"['slots', 'afuente', 'cigar', 'cigarsmoker', 'tobacco']",[],https://twitter.com/iDaveMoore/status/821120564714762244,False,,0,,,"39,-98,2400km",,,,,[],,,,
821096223537037313,821096223537037313,2017-01-16 21:46:09 CET,2017-01-16,21:46:09,+0100,506436838,robyncigar,Chef Robyn,"{'type': 'Point', 'coordinates': [40.49242, -79.86435]}",Thankful to be out of my car!!! #kristoffcigars #kristoff #tobacco #sotl #botl #stogielife…  https://t.co/DfpgelECXR,en,[],['https://www.instagram.com/p/BPVtMMElxZl/'],[],0,0,1,"['kristoffcigars', 'kristoff', 'tobacco', 'sotl', 'botl', 'stogielife']",[],https://twitter.com/RobynCigar/status/821096223537037313,False,,0,,,"39,-98,2400km",,,,,[],,,,
821014175791005697,821014175791005697,2017-01-16 16:20:07 CET,2017-01-16,16:20:07,+0100,3323587100,turq_tobacco,Turquoise + Tobacco,"{'type': 'Point', 'coordinates': [34.04072321, -118.25366091]}",Mama was a Rollin' Stone🎸  New Collection this week @ LA Market wanderwestshowroom @ Cooper…  https://t.co/gUS9QB96Hu,en,[],['https://www.instagram.com/p/BPVH4VOhz4i/'],[],0,0,1,[],[],https://twitter.com/turq_tobacco/status/821014175791005697,False,,0,,,"39,-98,2400km",,,,,[],,,,
820913719517409281,820913719517409281,2017-01-16 09:40:57 CET,2017-01-16,09:40:57,+0100,2499195470,bayouinfused,Bayou Infused,"{'type': 'Point', 'coordinates': [47.44386, -122.15093]}","""Marijuana should be treated on the same level as alcohol and tobacco."" - President of the…  https://t.co/2ij18mz9gM",en,[],['https://www.instagram.com/p/BPUaMxZhjiy/'],[],0,0,0,[],[],https://twitter.com/BayouInfused/status/820913719517409281,False,,0,,,"39,-98,2400km",,,,,[],,,,
820912888604831744,820912888604831744,2017-01-16 09:37:39 CET,2017-01-16,09:37:39,+0100,2499195470,bayouinfused,Bayou Infused,"{'type': 'Point', 'coordinates': [47.44386, -122.15093]}","""Marijuana should be treated on the same level as alcohol and tobacco."" - President of the…  https://t.co/l0W3IxtKaM",en,[],['https://www.instagram.com/p/BPUZ0tXh_rl/'],[],0,0,0,[],[],https://twitter.com/BayouInfused/status/820912888604831744,False,,0,,,"39,-98,2400km",,,,,[],,,,
820912757583138816,820912757583138816,2017-01-16 09:37:07 CET,2017-01-16,09:37:07,+0100,2499195470,bayouinfused,Bayou Infused,"{'type': 'Point', 'coordinates': [47.44386, -122.15093]}","""Marijuana should be treated on the same level as alcohol and tobacco."" - President of the…  https://t.co/sydUen2C6e",en,[],['https://www.instagram.com/p/BPUZw5gBN8r/'],[],0,0,0,[],[],https://twitter.com/BayouInfused/status/820912757583138816,False,,0,,,"39,-98,2400km",,,,,[],,,,
820911581768732673,820911581768732673,2017-01-16 09:32:27 CET,2017-01-16,09:32:27,+0100,2499195470,bayouinfused,Bayou Infused,"{'type': 'Point', 'coordinates': [47.44386, -122.15093]}","""Marijuana should be treated on the same level as alcohol and tobacco."" - President of the…  https://t.co/NV4bik7cG1",en,[],['https://www.instagram.com/p/BPUZOq0BcpR/'],[],0,0,0,[],[],https://twitter.com/BayouInfused/status/820911581768732673,False,,0,,,"39,-98,2400km",,,,,[],,,,
820899507206377472,820899507206377472,2017-01-16 08:44:28 CET,2017-01-16,08:44:28,+0100,2499195470,bayouinfused,Bayou Infused,"{'type': 'Point', 'coordinates': [47.44386, -122.15093]}","""Marijuana should be treated on the same level as alcohol and tobacco."" - President of the…  https://t.co/kkADPqdYab",en,[],['https://www.instagram.com/p/BPUTvPHBY7F/'],[],0,0,0,[],[],https://twitter.com/BayouInfused/status/820899507206377472,False,,0,,,"39,-98,2400km",,,,,[],,,,
